name,latitude,longitude,address,station_id,categories,distance,popularity
Pier 84 Dog Run,40.76030096,-73.99884222,"700 W 44TH St (at 12th Ave.), New York, NY 10036",16033,Dog Park,390,0.9936966494942278
La Barca Cantina,40.76030096,-73.99884222,"W 41ST St, New York, NY 10036",13016,"Lounge, Restaurant",425,0.9853932425826345
Pocket Bar NYC,40.76030096,-73.99884222,"455 W 48th St (10th Avenue), New York, NY 10036",13006,"Beer Bar, Wine Bar, Restaurant",632,0.988037265445794
Back pocket bar,40.76030096,-73.99884222,"462 W 49th St (10th avenue), New York, NY 10019",13025,"Wine Bar, Restaurant, Winery",695,0.9840112999661565
The Press Lounge,40.76030096,-73.99884222,"653 11th Ave (btwn W 47th & W 48th St), New York, NY 10036",13009,"Cocktail Bar, Lounge, American Restaurant",526,0.9960022374309029
Bella Abzug Park,40.76030096,-73.99884222,"542 W 36th St (btwn W 34 & W 37th St), New York, NY 10018",16032,Park,514,0.9994876471251833
Hellcat Annie's Tap Room,40.76030096,-73.99884222,"637 10th Ave (45th Street), New York, NY 10036",13006,"Beer Bar, Restaurant",415,0.9900749257323356
Vitos Slices And Ices,40.76030096,-73.99884222,"464 9th Ave (36th Street), New York, NY 10018",13064,"Pizzeria, Italian Restaurant",705,0.9954945850411763
Absolute Bagels,40.8013434,-73.9711457439,"2788 Broadway (at W 108th St), New York, NY 10025",13001,"Bagel Shop, Restaurant, Bakery",336,0.9940773887865227
Mama's Too,40.8013434,-73.9711457439,"2750 Broadway (106th Street), New York, NY 10025",13064,"Pizzeria, Italian Restaurant",302,0.9850783100816004
Silver Moon Bakery,40.8013434,-73.9711457439,"2740 Broadway (at W 105th St), New York, NY 10025",13002,"Bakery, Restaurant",281,0.9714328018651525
Fumo,40.8013434,-73.9711457439,"2791 Broadway, New York, NY 10025",13003,"Bar, Pizzeria, Italian Restaurant",321,0.9762155454442899
Firemen's Memorial,40.8013434,-73.9711457439,"Riverside Dr (at W 100th St), New York, NY 10025",16026,Monument,351,0.975306001579363
Ellington in the Park,40.8013434,-73.9711457439,"106th street, New York, NY 10025",13068,American Restaurant,161,0.9893675027262814
Riverside Park - Cherry Walk,40.8013434,-73.9711457439,"New York, NY 10024",16032,Park,535,0.985350938216824
Bánh,40.8013434,-73.9711457439,"942 Amsterdam Ave (btw 106 & 107th St), New York, NY 10025",13032,"Cafe, Coffee, and Tea House, Sandwich Spot, Vietnamese Restaurant",462,0.975686740871658
The Ellington,40.8013434,-73.9711457439,"2745 Broadway (105th St), New York, NY 10025",13017,"Piano Bar, Gastropub, American Restaurant",242,0.9807233106456587
Ben & Jerry’s,40.8013434,-73.9711457439,"2722 Broadway, New York, NY 10025",13046,"Ice Cream Parlor, Restaurant",329,0.9921313879592374
Hometown Bar-B-Que,40.67363551341504,-74.01195555925369,"454 Van Brunt St (at Reed St), Brooklyn, NY 11231",13026,BBQ Joint,382,0.9782247323780054
Somtum Der,40.67363551341504,-74.01195555925369,"380 Van Brunt St, Brooklyn, NY 11231",13352,Thai Restaurant,398,0.954737084547521
Sunny's Bar,40.67363551341504,-74.01195555925369,"253 Conover St (at Beard St), Brooklyn, NY 11231",10039,"Music Venue, Lounge, Restaurant",465,0.9711599122780665
Red Hook Tavern,40.67363551341504,-74.01195555925369,"329 Van Brunt St, Brooklyn, NY 11231",13018,"Pub, American Restaurant",466,0.970839466858934
Erie Basin Park,40.67363551341504,-74.01195555925369,"50 Bayard St, Brooklyn, NY 11231",16032,Park,197,0.9867966473398023
Baked,40.67363551341504,-74.01195555925369,"359 Van Brunt St (at Dikeman St), Brooklyn, NY 11231",13002,"Bakery, American Restaurant",386,0.9345089674647761
Brooklyn Crab,40.67363551341504,-74.01195555925369,"24 Reed St (btwn Van Brunt & Conover St), Brooklyn, NY 11231",13338,Seafood Restaurant,429,0.9756161063878791
Court Street Grocers Hero Shop,40.67363551341504,-74.01195555925369,"116 Sullivan St (between Van Brunt & Conover St), Brooklyn, NY 11231",13334,Sandwich Spot,552,0.9555632328937222
Pier 44 Waterfront Garden,40.67363551341504,-74.01195555925369,"290 Conover St (The Water), Brooklyn, NY 11231",16032,Park,582,0.9448883948688678
Red Hook Community Farm,40.67363551341504,-74.01195555925369,"580 Columbia St (Beard Street), New York, NY 11231",16014,Farm,205,0.9420194069756962
Da Capo,40.787801,-73.953559,"1392 Madison Ave (btwn E 96th & E 97th St), New York, NY 10029",13009,"Cocktail Bar, Café, Italian Restaurant",31,0.9839478434174407
Earl's Beer & Cheese,40.787801,-73.953559,"1259 Park Ave (btwn E 97th & E 98th St), New York, NY 10029",13003,"Bar, Burger Joint, American Restaurant",162,0.9928176587823864
East Meadow,40.787801,-73.953559,"E 97TH St (5th Ave btwn 98th & 101st St), New York, NY 10029",16032,Park,317,0.9900185199112549
96th Street Playground,40.787801,-73.953559,"5TH Ave (at E 96th St), New York, NY 10128",16037,Playground,255,0.9975980521189787
Marinara Pizza,40.787801,-73.953559,"1376 Lexington Ave (E 91st St.), New York, NY 10128",13236,"Italian Restaurant, Pizzeria",585,0.9793037641484601
Conservatory Garden,40.787801,-73.953559,"5TH Ave (at 105th St), New York, NY 10029",16032,Park,680,0.99885073139548
Center Fountain,40.787801,-73.953559,"5TH Ave (at 105th St), New York, NY",16000,Landmarks and Outdoors,680,0.981672808633851
Engineers Gate,40.787801,-73.953559,"5TH Ave (at E 90th St), New York, NY 10128",16026,"Monument, Nature Preserve, Park, Plaza, Sporting Goods Retail",598,0.9938776181701952
Jacqueline Kennedy Onassis Reservoir,40.787801,-73.953559,"Central Park (btwn 85th & 96th St), New York, NY 10024",16023,Lake,754,0.9996404128906103
Kaia Wine Bar,40.787801,-73.953559,"1614 3rd Ave (btwn 90th and 91st), New York, NY 10128",13025,"Wine Bar, African Restaurant, Tapas Restaurant",687,0.9879808596247133
Palo Santo,40.6772744,-73.98282002,"652 Union St (5th Avenue), Brooklyn, NY 11215",13097,"Caribbean Restaurant, South American Restaurant",85,0.9641301408958453
Daigo Sushi Roll,40.6772744,-73.98282002,"527 Carroll St, Brooklyn, NY 11215",13276,Sushi Restaurant,175,0.9549423698941528
Blueprint,40.6772744,-73.98282002,"196 5th Ave (btwn Union St & Berkeley Pl), Brooklyn, NY 11217",13009,"Cocktail Bar, American Restaurant, Tapas Restaurant",224,0.975721252541032
Parklife,40.6772744,-73.98282002,"636 Degraw St, Brooklyn, NY 11217",13003,"Bar, Restaurant",177,0.9516978600254353
Nene’s Taqueria,40.6772744,-73.98282002,"660 Degraw St (4th Ave), Brooklyn, NY 11217",13306,Taco Restaurant,154,0.9895955377975386
Baba's Pierogies,40.6772744,-73.98282002,"295 3rd Ave (Carroll Street), Brooklyn, NY 11215",13139,"Eastern European Restaurant, Modern European Restaurant, Polish Restaurant",306,0.9599793713261433
Threes Brewing,40.6772744,-73.98282002,"333 Douglass St (at 4th Ave), Brooklyn, NY 11217",13003,"Bar, Brewery, Burger Joint",286,0.9840478264788055
Dinosaur Bar-B-Que,40.6772744,-73.98282002,"604 Union St (at 4th Ave), Brooklyn, NY 11215",13026,"BBQ Joint, American Restaurant",112,0.9801774466508447
Bricolage,40.6772744,-73.98282002,"162 5th Ave (btwn Douglass & Degraw St), Brooklyn, NY 11217",13057,"Gastropub, Vietnamese Restaurant",282,0.9598942530116863
Bogota Latin Bistro,40.6772744,-73.98282002,"141 5th Ave (at St. Johns Pl), Brooklyn, NY 11217",13003,"Bar, Bistro, Colombian Restaurant",317,0.9748250067593955
Blueprint,40.6765304,-73.97846879,"196 5th Ave (btwn Union St & Berkeley Pl), Brooklyn, NY 11217",13009,"Cocktail Bar, American Restaurant, Tapas Restaurant",151,0.975721252541032
Bogota Latin Bistro,40.6765304,-73.97846879,"141 5th Ave (at St. Johns Pl), Brooklyn, NY 11217",13003,"Bar, Bistro, Colombian Restaurant",187,0.9748250067593955
Bricolage,40.6765304,-73.97846879,"162 5th Ave (btwn Douglass & Degraw St), Brooklyn, NY 11217",13057,"Gastropub, Vietnamese Restaurant",179,0.9598942530116863
Union Hall,40.6765304,-73.97846879,"702 Union St (btwn 5th & 6th Ave), Brooklyn, NY 11215",10039,"Music Venue, Karaoke Bar, American Restaurant",141,0.9816895484723765
Bagel Pub,40.6765304,-73.97846879,"57 7th Ave (Lincoln Place), Brooklyn, NY 11217",13032,"Cafe, Coffee, and Tea House, Bagel Shop, Restaurant",356,0.9794564444577963
Ramen Danbo,40.6765304,-73.97846879,"52 7th Ave (btwn Lincoln & St Johns Pl), Brooklyn, NY 11217",13272,"Ramen Restaurant, Noodle Restaurant",331,0.9749451737915703
Palo Santo,40.6765304,-73.97846879,"652 Union St (5th Avenue), Brooklyn, NY 11215",13097,"Caribbean Restaurant, South American Restaurant",292,0.9641301408958453
Threes Brewing,40.6765304,-73.97846879,"333 Douglass St (at 4th Ave), Brooklyn, NY 11217",13003,"Bar, Brewery, Burger Joint",478,0.9840478264788055
Sofreh,40.6765304,-73.97846879,"75 Saint Marks Ave (Flatbush), Brooklyn, NY 11217",13317,Persian Restaurant,527,0.966223050039555
Nene’s Taqueria,40.6765304,-73.97846879,"660 Degraw St (4th Ave), Brooklyn, NY 11217",13306,Taco Restaurant,374,0.9895955377975386
Grimm Artisanal Ales,40.71019,-73.93734,"990 Metropolitan Ave (btwn Catherine St & Morgan Ave), Brooklyn, NY 11211",13003,"Bar, Brewery, Restaurant",484,0.9842330839867416
Tradesman,40.71019,-73.93734,"222 Bushwick Ave (btwn Meserole St & Montrose Ave), Brooklyn, NY 11206",10000,"Arts and Entertainment, Bar, Mexican Restaurant",313,0.9821652096414015
Win Son Bakery,40.71019,-73.93734,"164 Graham Ave (at Montrose Ave), Brooklyn, NY 11206",13002,"Bakery, Café, Sandwich Spot",578,0.984568550284896
Otis,40.71019,-73.93734,"18 Harrison Pl, Brooklyn, NY 11206",13009,"Cocktail Bar, New American Restaurant",604,0.9884689718709005
Win Son,40.71019,-73.93734,"159 Graham Ave (at Montrose Ave), Brooklyn, NY 11206",13128,Taiwanese Restaurant,592,0.9735081763651475
Roberta's Take Out & Bakery,40.71019,-73.93734,"263 Moore St, Brooklyn, NY 11206",13064,Pizzeria,648,0.9466408307547491
Cooper Dog Park,40.71019,-73.93734,"Sharon St (at Morgan Ave), Brooklyn, NY 11211",16033,Dog Park,590,0.9656722844754209
Tuffet,40.71019,-73.93734,"286 Graham Ave (btwn Grand St & Powers St), Brooklyn, NY 11211",13025,"Wine Bar, Burger Joint, Mexican Restaurant",594,0.9524489039765274
Roberta's,40.71019,-73.93734,"261 Moore St (at Bogart St), Brooklyn, NY 11206",13064,"Pizzeria, Italian Restaurant",655,0.9716856430438309
Ammazza Caffe,40.71019,-73.93734,"702 Grand St (btwn Manhattan & Graham Ave), Brooklyn, NY 11211",13009,"Cocktail Bar, Wine Bar, Italian Restaurant",627,0.9635393196543195
Coffee Project New York,40.68683208,-73.9796772,"78 Rockwell Pl (Fulton St), Brooklyn, NY 11217",13002,"Bakery, Coffee Shop, Sandwich Spot",105,0.9822803697139023
Kuun,40.68683208,-73.9796772,"290 Livingston St (btwn Bond St & Nevins St), Brooklyn, NY 11217",13289,Korean Restaurant,333,0.9846035990026136
Devocion,40.68683208,-73.9796772,"276 Livingston St (at Bond St), Brooklyn, NY 11217",13034,"Café, Coffee Shop, Restaurant",388,0.9956789938013839
Rucola,40.68683208,-73.9796772,"190 Dean St (at Bond St), Brooklyn, NY 11217",13049,"Diner, French Restaurant, Italian Restaurant",529,0.97948648621584
Junior's Restaurant,40.68683208,-73.9796772,"386 Flatbush Avenue Ext (at DeKalb Ave), Brooklyn, NY 11201",13002,"Bakery, Diner, American Restaurant",393,0.9998247564114119
Café Paulette,40.68683208,-73.9796772,"1 S Elliott Pl (at Dekalb Ave), Brooklyn, NY 11217",13025,"Wine Bar, French Restaurant",459,0.9731176335105797
Fort Greene Park,40.68683208,-73.9796772,"Fort Greene Park (btwn Myrtle & DeKalb Ave), Brooklyn, NY 11201",16036,"Picnic Area, Playground",631,0.9998347703307597
Grand Army,40.68683208,-73.9796772,"336 State St (at Hoyt St), Brooklyn, NY 11217",13009,"Cocktail Bar, Seafood Restaurant",607,0.9816294649562892
Miss Ada,40.68683208,-73.9796772,"184 Dekalb Ave (at Carlton Ave), Brooklyn, NY 11205",13009,"Cocktail Bar, Israeli Restaurant, Mediterranean Restaurant",687,0.9742542133565656
5ive Spice,40.68683208,-73.9796772,"52 5th Ave, Brooklyn, NY 11217",13306,"Taco Restaurant, Vietnamese Restaurant",636,0.9814842631257448
Kiki's,40.71406667,-73.99293911,"130 Division St (btwn Orchard & Ludlow St), New York, NY 10002",13177,"Greek Restaurant, Mediterranean Restaurant, Middle Eastern Restaurant",88,0.989036118527432
Metrograph,40.71406667,-73.99293911,"7 Ludlow St (at Canal St), New York, NY 10002",13068,"American Restaurant, Vegan and Vegetarian Restaurant, Restaurant",190,0.9883075433384725
Little Canal,40.71406667,-73.99293911,"26 Canal St (at Essex St), New York, NY 10002",13025,"Wine Bar, Coffee Shop, Restaurant",218,0.996775467228218
Scarr's Pizza,40.71406667,-73.99293911,"35 Orchard St (btwn Canal & Hester St), New York, NY 10002",13064,Pizzeria,215,0.9896072274658745
Fong On,40.71406667,-73.99293911,"81 Division St (Eldridge Street), New York, NY 10002",13040,"Dessert Shop, Chinese Restaurant",65,0.989492065581168
Golden Diner,40.71406667,-73.99293911,"123 Madison St (at Market St), New York, NY 10002",13049,"Diner, American Restaurant, Sandwich Spot",209,0.9905238220584365
Super Taste,40.71406667,-73.99293911,"26 Eldridge St (at Canal St), New York, NY 10002",13099,Chinese Restaurant,115,0.9910455759034332
Wu's Wonton King,40.71406667,-73.99293911,"165 E Broadway (at Rutgers St), New York, NY 10002",13102,"Cantonese Restaurant, Dim Sum Restaurant",233,0.9989047869740157
Spicy Village,40.71406667,-73.99293911,"68 Forsyth St (btwn Grand & Hester St), New York, NY 10002",13102,Cantonese Restaurant,330,0.9907353438874892
Clandestino,40.71406667,-73.99293911,"35 Canal St (at Ludlow St), New York, NY 10002",10032,"Night Club, Wine Bar, American Restaurant",174,0.9812709171586508
Ippudo,40.73020660529954,-73.99102628231049,"65 4th Ave (btwn E 9th & E 10th St), New York, NY 10003",13272,Ramen Restaurant,103,0.992718948595495
Brooklyn Bagel & Coffee Company,40.73020660529954,-73.99102628231049,"63 E 8th St (Mercer Street), New York, NY 10003",13001,"Bagel Shop, Restaurant, Coffee Shop",203,0.9912312450644907
McSorley's Old Ale House,40.73020660529954,-73.99102628231049,"15 E 7th St (btwn Cooper Sq & 3rd Ave), New York, NY 10003",13006,"Beer Bar, Dive Bar, American Restaurant",195,0.9913699093746474
Coffee Project New York,40.73020660529954,-73.99102628231049,"239 E 5th St (btwn 2nd Ave & Bowery), New York, NY 10003",13035,"Coffee Shop, Sandwich Spot",362,0.9815294438386042
Soothr,40.73020660529954,-73.99102628231049,"204 E 13th St (3rd Ave), New York, NY 10003",13009,"Cocktail Bar, Noodle Restaurant, Thai Restaurant",390,0.9905990298198775
The Smith,40.73020660529954,-73.99102628231049,"55 3rd Ave (btwn E 10th & E 11th St), New York, NY 10003",13148,"French Restaurant, New American Restaurant, Seafood Restaurant",226,0.9870196104237957
Whistle & Fizz,40.73020660529954,-73.99102628231049,"254 Greene St (btwn Waverly Pl & E 8th St), New York, NY 10003",13035,"Coffee Shop, American Restaurant, Asian Restaurant",298,0.9805470424547813
Yellow Rose,40.73020660529954,-73.99102628231049,"102 3rd Ave, New York, NY 10003",13307,Tex-Mex Restaurant,360,0.9943899710450118
Veselka,40.73020660529954,-73.99102628231049,"144 2nd Ave (at E 9th St), New York, NY 10003",13049,"Diner, Eastern European Restaurant, Ukrainian Restaurant",353,0.9951843530252322
Joe's Pizza,40.73020660529954,-73.99102628231049,"150 E 14th St (at 3rd Ave), New York, NY 10003",13064,Pizzeria,439,0.9982702214868574
Bunna Cafe,40.70539,-73.92976,"1084 Flushing Ave (at Porter Ave), Brooklyn, NY 11237",13143,"Ethiopian Restaurant, Vegan and Vegetarian Restaurant",148,0.9692973232793584
Otis,40.70539,-73.92976,"18 Harrison Pl, Brooklyn, NY 11206",13009,"Cocktail Bar, New American Restaurant",259,0.9884689718709005
Syndicated Bar Theater Kitchen,40.70539,-73.92976,"40 Bogart St (btwn Thames & Grattan), Brooklyn, NY 11206",10026,"Indie Movie Theater, Bar, New American Restaurant",278,0.9657724236688998
The Narrows,40.70539,-73.92976,"1037 Flushing Ave (btwn Morgan Ave & Vandervoort Pl), Brooklyn, NY 11237",10032,"Night Club, Cocktail Bar, American Restaurant",170,0.9615014870670232
Tabaré Bushwick,40.70539,-73.92976,"1006 Flushing Ave (Wilson Street), Brooklyn, NY 11237",13343,South American Restaurant,185,0.9691771562471836
Roberta's,40.70539,-73.92976,"261 Moore St (at Bogart St), Brooklyn, NY 11206",13064,"Pizzeria, Italian Restaurant",327,0.9716856430438309
Roberta's Take Out & Bakery,40.70539,-73.92976,"263 Moore St, Brooklyn, NY 11206",13064,Pizzeria,363,0.9466408307547491
Foster Sundry,40.70539,-73.92976,"215 Knickerbocker Ave (Troutman St.), Brooklyn, NY 11237",13034,"Café, American Restaurant",381,0.9656622705560729
Eyval,40.70539,-73.92976,"25 Bogart St (Bogart Street), Brooklyn, NY 11206",13009,"Cocktail Bar, Persian Restaurant, Tapas Restaurant",327,0.9608305544707143
El Santo Taqueria,40.70539,-73.92976,"1053 Flushing Ave, Brooklyn, NY 11237",13303,Mexican Restaurant,134,0.9615866053814802
Grimm Artisanal Ales,40.713811,-73.93515,"990 Metropolitan Ave (btwn Catherine St & Morgan Ave), Brooklyn, NY 11211",13003,"Bar, Brewery, Restaurant",131,0.9842330839867416
Cooper Dog Park,40.713811,-73.93515,"Sharon St (at Morgan Ave), Brooklyn, NY 11211",16033,Dog Park,204,0.9656722844754209
Cooper Park,40.713811,-73.93515,"Maspeth Ave (btwn Morgan Ave & Olive St), Brooklyn, NY 11211",16037,Playground,296,0.9969958241956319
A-Pou's Taste,40.713811,-73.93515,"963 Grand St, Brooklyn, NY 11211",13000,"Dining and Drinking, Taiwanese Restaurant",105,0.9633841039044272
Taste of Heaven,40.713811,-73.93515,"251 Jackson St, Brooklyn, NY 11211",13344,Southern Food Restaurant,577,0.9808634001261753
Latenight Deli,40.713811,-73.93515,"905 Metropolitan Ave (Olive St), Brooklyn, NY 11211",13039,Deli,318,0.9781896836602878
Reclamation Bar,40.713811,-73.93515,"817 Metropolitan Ave, Brooklyn, NY 11211",13009,"Cocktail Bar, Dive Bar, South American Restaurant",556,0.9662931474749903
Tuffet,40.713811,-73.93515,"286 Graham Ave (btwn Grand St & Powers St), Brooklyn, NY 11211",13025,"Wine Bar, Burger Joint, Mexican Restaurant",762,0.9524489039765274
Larry's Ca Phe,40.713811,-73.93515,"135 Woodpoint Rd (btwn Withers & Jackson St), Brooklyn, NY 11211",13034,"Café, Coffee Shop, Fast Food Restaurant",675,0.966228056999229
Otis,40.713811,-73.93515,"18 Harrison Pl, Brooklyn, NY 11206",13009,"Cocktail Bar, New American Restaurant",889,0.9884689718709005
Otis,40.706237,-73.933871,"18 Harrison Pl, Brooklyn, NY 11206",13009,"Cocktail Bar, New American Restaurant",99,0.9884689718709005
Roberta's,40.706237,-73.933871,"261 Moore St (at Bogart St), Brooklyn, NY 11206",13064,"Pizzeria, Italian Restaurant",137,0.9716856430438309
